,id,name,fans,性别,星座,出生日期,出生地,职业,更多外文名,更多中文名,家庭成员,imdb编号,生卒日期,去世日期
1981,1313237,徐海乔 Haiqiao Xu,1123,男,白羊座,1983年04月17日,"中国,山东,济南",演员 / 配音,Yao Xu / Joe,徐垚(本名),,,,
1982,1313238,程媛媛 Yuanyuan Cheng,1280,女,金牛座,1986年04月26日,"中国,山东,济宁",演员,,媛媛(昵称),,,,
1983,1313244,傅亨 Heng Fu,46,,,03月18日,"中国,内蒙古",演员,,,,,,
1984,1313245,赵铭 Ming Zhao,1936,女,白羊座,1987年04月10日,"中国,新疆,乌鲁木齐",演员,,,,,,
1985,1313247,甘婷婷 Tingting Gan,3175,女,水瓶座,1986年02月05日,"中国,安徽,芜湖",演员,,,,,,
1986,1313252,爱新觉罗·启星 Qixing Aisin-Gioro,405,女,摩羯座,1983年12月23日,"中国,北京",演员 / 制片人,Ariel Aisin-Gioro,,,,,
1987,1313265,颖儿 Ying Liu,1615,女,射手座,1988年12月12日,"中国,湖南,常德",演员,,刘颖(本名),付辛博(夫),,,
1988,1313266,傅华阳 Huayang Fu,25,男,,,,导演 / 副导演 / 编剧 / 其它,,傅敏 / 傅正龙 / 释延坛,,,,
1989,1313267,南贤俊 Poppin Hyun-Joon,33,男,水瓶座,1979年01月30日,韩国,演员,팝핀현준(艺名) / 남현준(本名),南賢俊,,,,
1990,1313274,赵文琪 Wenqi Zhao,1639,女,处女座,1987年09月14日,"中国,吉林,长春",演员,,赵威(本名),,,,
1991,1313275,朱时茂 Shimao Zhu,1009,男,白羊座,1954年03月28日,"中国,山东,烟台",演员 / 导演 / 制片人 / 配音,,,朱青阳(子) / 范旭霞(妻),,,
1992,1313279,蔡明 Ming Cai,763,女,天秤座,1961年10月21日,"中国,北京",演员 / 配音,,,蔡毓平(父),,,
1993,1313282,陈奕利 Alexi Tan,34,男,,,华裔美籍,导演 / 编剧 / 制片人,,,,,,
1994,1313283,林琳奇 Jade Lin,141,女,狮子座,1986年08月15日,"中国,陕西,西安",演员 / 动作捕捉,,林芮西 / 林菀,,,,
1995,1313285,孙坚 Jian Sun,411,男,双子座,1983年05月23日,"中国,陕西,西安",演员,Oscar Sun,,,,,
1996,1313287,朱虹 Hong Zhu,208,女,射手座,1980年12月11日,"中国,浙江,杭州",演员,,,,,,
1997,1313288,洪晃 Huang Hung,916,女,巨蟹座,1962年07月16日,"中国,北京",演员 / 配音 / 编剧,,,陈凯歌(前夫) / 洪君彦(父) / 章含之(母) / 杨小平(夫),,,
1998,1313291,汤嬿 Yan Tang,225,女,处女座,1983年08月28日,"中国,江苏,徐州",演员,,,,,,
1999,1313303,陈妍希 Michelle Chen,8966,女,双子座,1983年05月31日,"中国台湾,台北",演员,,陈玫璇(本名),陈晓(夫) / 小星星(儿)	,,,
2000,1313314,常蓝天 Lantian Chang,243,男,,1951年,"中国,四川,成都",演员,,吴荫(曾用名) / 宗晴(笔名) / 常兰天,,,,
2001,1313315,刘牧 Mu Liu,120,男,金牛座,1974年05月08日,"中国,重庆",演员,,,,,,
2002,1313321,白歆惠 Bianca Bai,1098,女,天秤座,1982年10月23日,"中国台湾,台北",演员,毛加恩(男友),白白,白国嘉(父),,,
2003,1313324,林依轮 Allen Lin,83,,白羊座,1970年04月04日,"中国,北京",演员 / 配音 / 其它,林方(本名),林依伦,西华(妻) / 黄琏(前妻),,,
2004,1313342,林俊杰 JJ Lin,7156,男,白羊座,1981年03月27日,新加坡,演员 / 配音 / 音乐 / 制片人 / 其它,Lam JJ / Junjie Lin,,爸爸 妈妈 哥哥,,,
2005,1313348,叶静 Jing Ye,249,男,巨蟹座,1980年07月10日,"中国,北京",演员 / 导演 / 主持人,,,,,,
2006,1313350,谢兰 Lan Xie,564,女,摩羯座,1971年01月13日,"中国,江苏,镇江",演员,,,师小红(夫),,,
2007,1313351,景岗山 Gangshan Jing,128,男,金牛座,1967年04月24日,"中国,山东,章丘",演员,,井冈山,马葭(妻) / 景天一(子) / 景天瞳(女) / 景慕逵(父),,,
2008,1313356,钟绍图 Buzz Chung,748,,天秤座,2001年10月13日,中国香港,演员,,鍾紹圖,,,,
2009,1313357,卫诗雅 Michelle Wai,2873,女,射手座,1984年11月24日,"中国,香港",演员 / 制片人,Michelle,诗雅,,,,
2010,1313358,铁政 Zheng Tie,75,男,,1985年,"中国,陕西,西安",演员,,,,,,
2011,1313359,武文佳 Wenjia Wu,79,,天蝎座,1987年11月10日,"中国,贵州,贵阳",演员,,,,,,
2012,1313366,邱炯炯 Jiongjiong Qiu,2688,男,金牛座,1977年05月14日,"中国,四川,乐山",导演 / 剪辑 / 摄影 / 编剧 / 演员,,,邱志敏(父),,,
2013,1313368,宋宁峰 Ningfeng Song,963,男,双鱼座,1981年03月07日,"中国,北京",演员,,宋宁(原名),齐溪(前妻),,,
2014,1313369,罗子溢 Chung Him Law,876,男,处女座,1984年08月28日,中国香港,演员,Him,罗仲谦 / 谦仔 (昵称),杨怡（妻）,,,
2015,1313383,曹炳琨 Bingkun Cao,1089,男,白羊座,1983年03月25日,"中国,北京",演员 / 导演 / 编剧,,,,,,
2016,1313384,郝凯瑞 Kerry Berry Brogan,186,女,,02月11日,美国,演员,,凯瑞·贝里·布罗根 / 凯瑞,,,,
2017,1313387,大山 Mark Rowswell,48,男,双子座,1965年05月23日,"加拿大,渥太华",演员 / 配音,Dashan,马克·罗斯韦尔 / 路士伟,甘霖(妻),,,
2018,1313395,张檬 Meng Zhang,1417,女,摩羯座,1988年12月29日,"中国,河南,郑州",演员,Lemon,,金恩圣(夫)，蔡俊涛(前男友)，陈浩民(前男友)，陈月末(前男友)，李濛(前男友)，吴敦(干爹),,,
2019,1313399,玛利娅 Panait Mariana,28,女,,,罗马利亚,演员,,帕纳伊特·玛丽亚,,,,
2020,1313422,高曙光 Shuguang Gao,639,男,金牛座,1964年04月21日,"中国,山东,枣庄",演员,,高树光,江珊(前妻),,,
2021,1313423,姬晨牧 Chenmu Ji,116,,射手座,1977年11月24日,"中国,北京",演员 / 导演 / 编剧,,,姬麒麟(父),,,
2022,1313425,张锦程 Emotion Cheung,418,男,射手座,1965年12月20日,中国香港,演员,Kam Ching Cheung / Kam-Ching Cheung,,张延(妻),,,
2023,1313440,克莱尔·范·德·波姆 Claire van der Boom,241,,摩羯座,1983年01月01日,"Broome, Western Australia.",演员,,,,,,
2024,1313441,吕冠南 Koon-Nam Lui,19,男,,,中国香港,编剧 / 导演 / 演员,Koon-nam Lui,,,,,
2025,1313444,周扬 Yang Zhou,495,女,双子座,1984年06月06日,"中国,辽宁,大连",演员,,周杨,,,,
2026,1313445,哈斯高娃 Gaowa Hasi,91,女,狮子座,1958年08月08日,"中国,内蒙古,赤峰",演员,,,腾格尔(前夫),,,
2027,1313457,张炭 Cheung Tan,215,,处女座,1966年08月24日,中国香港,编剧 / 其它,Zhang Tan / Charcoal Tan,,,,,
2028,1313458,张志光 Chi-Kwong Cheung,5,男,,,,编剧,,,,,,
2029,1313468,王劲松 Jinsong Wang,6489,男,天蝎座,11月15日,"中国,江苏,无锡",演员 / 配音,,,,,,
2030,1313471,罗京民 Jingmin Luo,1449,男,水瓶座,1956年01月31日,"中国,陕西,西安",演员,,罗京明,王小庆(妻),,,
2031,1313472,马恩然 Enran Ma,130,男,巨蟹座,1943年07月17日,,演员,,,,,,
2032,1313479,陈锐 Rui Chen,139,男,,1961年,"中国,广东,广州",演员,,,茅海童(妻) / 林晓杰(前妻),,,
2033,1313486,范雷 Lei Fan,166,男,白羊座,1968年04月02日,"中国,黑龙江,哈尔滨",演员,,,范冠军(父),,,
2034,1313489,金莎 Sha Jin,1728,女,双鱼座,1981年03月14日,"中国,上海",演员 / 配音,kym / cream,蓝菲琳,金沙(本名),,,
2035,1313492,徐松子 Songzi Xu,141,女,狮子座,1955年08月06日,"中国,吉林长春",演员 / 导演,,,,,,
2036,1313493,胡珂瑜 Keyu Hu,64,女,双鱼座,1957年03月01日,"中国,天津",演员,,胡可瑜 / 胡珂喻,,,,
2037,1313513,李光复 Guangfu Li,546,男,天秤座,1946年10月13日,"中国,北京",演员,,李光富,李祎(子),,,
2038,1313514,岳秀清 Xiuqing Yue,228,女,白羊座,1967年03月22日,"中国,北京",演员 / 美术,Xiu Qing Yue / Xiu-qing Yue,,吴刚(夫),,,
2039,1313517,崔杰 Jie Cui,53,男,,1956年,"中国,河北",演员 / 配音,,,徐东丁(妻) / 乔奇(岳父) / 孙景路(岳母),,,
2040,1313520,朱梓骁 Zixiao Zhu,310,男,狮子座,1986年08月13日,"中国,辽宁,沈阳",演员,Peer,朱琦 / 朱琪,,,,
2041,1313545,张山 Shan Zhang,128,男,白羊座,1968年03月23日,"中国,山东,青岛",演员,,,陈丽达(妻) / 陈强(岳父) / 李玉洁(岳母) / 陈布达(内兄) / 陈佩斯(内兄),,,
2042,1313547,朱晏 Yan Zhu,663,女,白羊座,1974年03月31日,中国，山东,演员,,,,,,
2043,1313548,王彤 Tong Wang,735,女,摩羯座,1970年01月01日,,演员,,,刘江(夫),,,
2044,1313559,郝平 Ping Hao,381,男,双鱼座,1971年02月19日,"中国,陕西,西安",演员 / 导演,,小于是之,江元(妻),,,
2045,1313560,赵屹鸥 Yi-ou Zhao,50,,摩羯座,1968年01月01日,,演员 / 配音 / 主持人 / 导演,,,,,,
2046,1313561,尹铸胜 Zhusheng Yin,488,男,天秤座,1965年10月01日,"中国,陕西,西安",演员,,,,,,
2047,1313563,周秀娜 Chrissie Chaw,4114,女,双子座,1985年05月22日,"中国,广东,潮州",演员 / 配音,Chrissie Chau,,陈伟成(前男友),,,
2048,1313574,王丽坤 Likun Wang,7136,女,白羊座,1985年03月22日,"中国,内蒙古,赤峰",演员,Wang Likun,,,,,
2049,1313577,黄瀞怡 Albee Huang,605,女,双鱼座,1989年02月27日,"中国,台湾,桃园,龙潭",演员,Albee,小薰,,,,
2050,1313581,陈创 Chuang Chen,1035,男,射手座,1974年12月19日,"中国,江西,樟树",演员,,,,,,
2051,1313582,叮当 Ding Dang,138,男,金牛座,1990年05月05日,"中国,北京",演员 / 导演 / 配音 / 编剧,,谢昀杉 (本名) / 谢冰钰 (别名) / 谢均杉 / 小叮当,,,,
2052,1313583,赵莹 Cyber Jelly,189,女,射手座,1989年12月14日,重庆,演员,,赵美彤,,,,
2053,1313584,田海蓉 Hairong Tian,1541,女,天蝎座,1975年11月07日,"中国,安徽,安庆",演员,,,徐明(夫),,,
2054,1313589,戴佳佳 Jiajia Dai,27,女,,2000年11月,"中国,浙江,温州",演员,,,,,,
2055,1313591,岳丽娜 Lina Yue,462,女,白羊座,1974年04月17日,中国,演员 / 导演 / 制片人,,,郭靖宇(夫),,,
2056,1313594,石锦航 Chin-Hang Shih,256,男,射手座,1975年12月11日,"中国,台湾,台北",演员,,石头,路渟瀛(妻),,,
2057,1313597,蒋璐霞 Luxia Jiang,1429,女,摩羯座,1986年12月25日,"中国,内蒙古,通辽",演员 / 配音,,猫耳宝贝,,,,
2058,1313599,张博 Bo Zhang,1755,男,处女座,1982年08月29日,"中国,北京",演员 / 美术,Jaco,,无,,,
2059,1313601,胡宇威 George Hu,1141,男,狮子座,1982年07月24日,"美国,纽约",演员,,胡宇崴(曾用名),陈庭妮(妻),,,
2060,1313603,吴映洁 Gemma Wu,1790,女,狮子座,1989年08月11日,"中国,台湾,台北",演员 / 主持人,Emma,鬼鬼,,,,
2061,1313605,张雁名 Enson Chang,84,男,天蝎座,1982年10月29日,中国香港,演员 / 导演,,兔子(昵称),,,,
2062,1313611,岳跃利 Yueli Yue,480,,双子座,1958年06月05日,"中国,河南,平顶山",演员,,岳耀利,刘芳(前妻) / 岳野(女儿),,,
2063,1313616,郭书瑶 Shu-yau Kuo,788,,巨蟹座,1990年07月18日,中国台湾,演员 / 配音,Shu-yao Kuo,瑶瑶(昵称) / 书瑶(昵称) / 小瑶(昵称),金阳(前男友),,,
2064,1313619,张梓琳 Eilin Zhang,3158,女,白羊座,1984年03月22日,"中国,山东,威海",演员,,张茵(曾用名),聂磊(夫),,,
2065,1313626,钟澍佳 Chung Shu Kai,105,男,,,"中国,香港",导演 / 编剧,,钟晴,,,,
2066,1313627,乔乔 Qiao Qiao,187,,双子座,1990年06月01日,黑龙江省大庆市,演员,,乔紫荷,,,,
2067,1313632,李煜 Yu Li,155,女,,,,演员,,,,,,
2068,1313639,房思瑜 Serena Fang,175,女,白羊座,1984年03月31日,"中国,台湾",演员,,,,,,
2069,1313641,胡兵 Hu Bing,759,,水瓶座,1971年02月14日,杭州,演员 / 导演,,,爸爸，妈妈，姐姐，哥哥(胡东),,,
2070,1313643,姚文雪 Wenxue Yao,36,,摩羯座,1984年01月01日,"中国,四川,成都",演员,,,,,,
2071,1313644,巴特尔 Mengke Bateer,129,男,天蝎座,1975年11月20日,内蒙古鄂尔多斯,演员,Мөнхбаатар(蒙古语),"蒙克·巴特尔(全名),大巴(昵称)",,,,
2072,1313647,陈嘉桦 Ella Chen,883,女,双子座,1981年06月18日,中国台湾,演员 / 主持人,Ella / Chen Chia-Hwa,陳嘉樺,赖斯翔(夫),,,
2073,1313648,梁愚 Yu Liang,2,男,,,湖北,演员,,,,,,
2074,1313650,祖峰 Feng Zu,4869,男,双鱼座,1974年02月23日,"中国,江苏,南京",演员 / 导演 / 其它,,祖锋,刘天池(妻),,,
2075,1313651,徐佳 Jia Xu,333,,射手座,1980年11月26日,新疆,演员,JOE,佳佳,,,,
2076,1313653,严屹宽 Yikuan Yan,3770,男,水瓶座,1979年01月24日,"中国,上海",演员 / 动作捕捉,Kevin,严宽 / 宽哥(昵称) / 宽仔(昵称),杜若溪(妻),,,
2077,1313654,汪远 Yuan Wang,156,男,处女座,1983年08月25日,上海,编剧 / 制片人 / 演员 / 导演,,,汪天云(父),,,
2078,1313655,中泉英雄 Hideo Nakaizumi,662,男,摩羯座,1976年12月23日,"日本,爱媛县,四国中央市",演员 / 导演,なかいずみ ひでお,小雄(昵称),,,,
2079,1313659,李滨 Bin Li,777,男,狮子座,1982年08月22日,"中国,北京",演员 / 导演 / 制片人,,李海滨(曾用名),刘浩泉(妻),,,
2080,1313660,张同祖 Tung Cho Cheung,127,男,狮子座,1944年07月24日,"中国,广西",演员 / 导演 / 编剧,Tung Cho 'Joe' Cheung,張同祖,,,,
2081,1313669,李蔚然 Weiran Li,392,,射手座,1975年11月29日,"中国,云南,昆明",导演 / 编剧 / 制片人,,,,,,
2082,1313672,海一天 Yitian Hai,914,男,双子座,1971年06月12日,"中国,北京,朝阳",演员 / 其它,,于鹏(本名),,,,
2083,1313682,李芳芳 Fangfang Li,1212,,,,,导演 / 编剧 / 制片人 / 剪辑,无,,,,,
2084,1313690,王蓝淇 Vivid Wang,26,女,,,上海,演员 / 导演 / 编剧,Vivid Wang / Lan Chee,王为卫,,,,
2085,1313722,赵有亮 Youliang Zhao,200,男,,1944年11月,,演员,,,,,,
2086,1313723,严晓频 Xiaopin Yan,336,女,白羊座,1965年04月01日,"中国,上海",演员,,严晓萍 / 顔晓频,,,,
2087,1313725,王诗槐 Shihuai Wang,141,男,射手座,1957年11月27日,"中国,安徽,合肥",演员,,王诗櫆,,,,
2088,1313726,木幡龙 Ryu Kohata,191,男,处女座,1976年09月12日,日本,演员,Ryu Kohata (日本名) / 木幡竜(本名),,,,,
2089,1313730,吴克群 Kenji Wu,147,,天秤座,1979年10月18日,"中国,台湾,高雄",演员 / 主持人 / 导演 / 编剧,,吴克羣,陈语安(女友) / 何超莲(前女友),,,
2090,1313734,史依弘 Yihong Shi,210,女,摩羯座,1972年01月01日,,演员,,史敏,李成儒(前夫),,,
2091,1313736,吴中天 Matt Wu,676,男,巨蟹座,1981年07月05日,中国台湾,演员 / 导演 / 编剧,,,杨子姗(妻),,,
2092,1313742,于和伟 Hewei Yu,12781,男,金牛座,1971年05月04日,"中国,辽宁,抚顺",演员 / 美术 / 制片人,hewei yu,和和(昵称) / 皇叔(昵称) / 主公(昵称) / 于叔(昵称),,,,
2093,1313744,夏克立 Christopher Downs,73,,水瓶座,1972年02月06日,"加拿大,蒙特利尔",演员 / 配音,Chris 克立 / Ke-li Hsia,,黄嘉千(妻),,,
2094,1313745,马跃 Yue Ma,538,男,巨蟹座,1965年07月16日,"中国,陕西,西安",演员,,,,,,
2095,1313747,某小丫 Xiaoya Mou,30,女,,,,编剧 / 演员,,邹梦月,,,,
2096,1313748,徐正溪 Jeremy Xu,2115,男,金牛座,1985年05月05日,"中国,上海",演员,Jones Xu,徐政（原名） / 徐正希 / 徐正曦,周丽淇(前女友),,,
2097,1313751,郭敬明 Jingming Guo,2328,男,双子座,1983年06月06日,"中国,四川,自贡",编剧 / 导演 / 制片人 / 演员 / 动作捕捉,,第四维(网名) / 小四(昵称),暂无,,,
2098,1313754,修宗迪 Zongdi Xiu,221,男,金牛座,1939年04月27日,"中国,北京",演员 / 配音 / 制片人,,,修健 (儿子),,,
2099,1313759,苏查·玛娜英 Sushar Manaying,3377,女,摩羯座,1988年01月09日,"泰国,呵叻府,披迈",演员,สุชาร์ มานะยิ่ง / Aom(ออม) / สุชารัตน์ มานะยิ่ง(曾用名),李海娜 / 苏查拉·玛娜英(曾用名) / 奥密兹·苏查拉特 / 苏小湃(昵称),,,,
2100,1313760,李倩 Qian Li,4913,女,双鱼座,1984年03月06日,"中国,湖南,长沙",演员 / 配音,,,黄轩(前男友),,,
2101,1313761,谢楠 Nan Xie,838,女,天蝎座,1983年11月06日,"中国,安徽,合肥",演员 / 主持人 / 配音,Lola,楠楠 / 大宝,吴京(夫),,,
2102,1313768,赵亮 Liang Zhao,114,男,,,,演员,,,董云翎(妻),,,
2103,1313772,徐亮 Liang Xu,58,男,狮子座,1980年08月10日,内蒙古,演员,,,,,,
2104,1313774,姚笛 Di Yao,2373,女,双鱼座,1982年03月17日,"中国,浙江,嘉兴",演员,,笛子(昵称) / 姚迪,,,,
2105,1313776,杨蓉 Rong Yang,4569,女,双子座,1981年06月03日,"中国,云南,保山",演员 / 配音,,,,,,
2106,1313779,张彤 Tong Zhang,1670,女,天蝎座,1978年10月27日,"中国,新疆",演员,,,,,,
2107,1313784,娄艺潇 Yixiao Lou,3168,女,摩羯座,1988年12月27日,"中国,辽宁,大连",演员,loura,娄宵宵,李川(前男友),,,
2108,1313795,王文杰 Wenjie Wang,204,男,天蝎座,1988年11月15日,"中国,山东,临沂",演员,,,,,,
2109,1313796,涓子 Juan Zi,1130,女,巨蟹座,1976年07月21日,"中国,辽宁,鞍山",演员,,王慧娟(本名),,,,
2110,1313798,高雄 Eddy Ko,974,男,,1947年,"中国,香港",演员 / 配音,,何耀深 / 林琛,,,,
2111,1313802,林伟 Vincent Lam,221,男,射手座,1961年12月14日,中国香港,演员 / 导演,Vincent Wai Lam / Wai Vincent Lam,林暐淏 / 林兆伟 / 林鍏,,,,
2112,1313804,邵仲衡 David Siu,391,男,双鱼座,1964年02月24日,中国香港,演员,Chung Hang Siu,,邱淑贞（前女友）,,,
2113,1313809,余皑磊 Ailei Yu,3317,男,射手座,1977年11月29日,"中国,河北,唐山",演员 / 导演 / 编剧,,,,,,
2114,1313818,王刚 Gang Wang,1168,男,摩羯座,1948年12月22日,"中国,辽宁,锦州",演员 / 编剧,,,郑艳东(妻) / 成方圆(前妻) / 王婷婷(女),,,
2115,1313836,李菁菁 Jingjing Li,221,,,1970年09月,"中国,内蒙古,通辽",演员,刘振(夫) / 王颢森(前夫),李京京,张金华(前夫),,,
2116,1313837,王传君 Chuanjun Wang,6628,男,天秤座,1985年10月18日,"中国,上海",演员 / 主持人,Eric,传君（别名）,李沫颔（前女友）,,,
2117,1313838,赵霁 Evonne Zhao,1572,女,天蝎座,1987年10月28日,"中国,山东,淄博",演员 / 配音,Zhao Ji(本名),,,,,
2118,1313839,金世佳 Shijia Jin,7825,男,天蝎座,1986年11月10日,"中国,上海",演员,Kim Scar,小太阳(昵称),殳俏(姐),,,
2119,1313841,陈赫 He Chen,3466,男,天蝎座,1985年11月09日,"中国,福建,福州",演员 / 主持人 / 配音,Michael Chen,,胡小玲(母) / 许婧(前妻) / 陈凯歌(叔叔） / 张子萱(妻),,,
2120,1313842,孙艺洲 Yizhou Sun,1752,,天秤座,1983年10月23日,"中国,四川,成都",演员,Sean,孙翱,曹晓雯(妻),,,
2121,1313843,李金铭 Kimi Li,2489,,天蝎座,1985年11月21日,"中国,山东,章丘",演员,Jinming Li / Jin-ming Li,金铭 / 铭铭,,,,
2122,1313844,榕榕 Rong Rong,389,,天蝎座,1981年10月27日,"中国,辽宁,沈阳",演员 / 配音 / 主持人,,Lisa榕(昵称) / 王冠(本名),,,,
2123,1313846,聂鑫 Xin Nie,123,女,天秤座,,"中国,山西",演员,,,,,1980年10月01日 至 2014年06月30日,
2124,1313848,董慧 Hui Dong,64,女,双子座,1997年05月22日,,演员,,,,,,
2125,1313853,王文杰 Wenjie Wang,198,男,,,,导演 / 演员,,,,,,
2126,1313859,郎峰 Feng Lang,27,男,天秤座,1982年09月30日,福建宁德,演员,,,,,,
2127,1313861,佟悦 Yue Tong,173,男,,02月10日,"中国,北京",演员 / 配音,,,,,,
2128,1313866,昆凌 Hannah Quinlivan,1280,,狮子座,1993年08月12日,"中国,台湾,台北,西门町",演员,Hannah,武谊蓁,周杰伦(夫) / Hathaway(女儿) / Romeo(儿子),,,
2129,1313867,张若昀 Ruoyun Zhang,26571,男,处女座,1988年08月24日,"中国,北京",演员 / 配音 / 编剧,,,张健(父) / 唐艺昕(妻),,,
2130,1313873,杜旭东 Xudong Du,268,男,摩羯座,1956年01月07日,"中国,北京",演员,,,刘玉凤（妻子） / 杜金京（女儿）,,,
2131,1313874,杜雨露 Yulu Du,656,男,摩羯座,,"中国,辽宁,铁岭",演员,,杜丽露(误),,,1941年01月01日 至 2020年02月21日,
2132,1313875,黄宏 Hong Huang,234,男,双子座,1960年05月25日,"中国,黑龙江,哈尔滨",演员 / 导演 / 编剧 / 制片人 / 配音,,宏恬,,,,
2133,1313876,李琦 Qi Li,376,男,水瓶座,1955年02月17日,"中国,山西,大同",演员 / 配音 / 导演,,,高丽(妻),,,
2134,1313881,姜昆 Kun Jiang,137,男,天蝎座,1951年11月19日,"中国,北京",演员 / 配音 / 主持人 / 制片人,,,,,,
2135,1313882,周立波 Libo Zhou,156,男,金牛座,1967年04月22日,"中国,浙江,宁波",演员 / 编剧 / 配音 / 导演,,,胡洁(妻) / 张洁(前妻),,,
2136,1313885,刘威 Wei Liu,702,男,天秤座,1957年10月16日,"中国,吉林,长春",演员 / 其它,,,王晓宇(妻),,,
2137,1313886,伊娜 Na Yi,143,,处女座,1987年08月26日,"中国,山东,淄博",演员,Rina,,,,,
2138,1313887,黄远 Sean Huang,669,男,双子座,1991年06月19日,中国台湾,演员,,黄仕翔(本名),黃仲崑(父) / 黃黎明(姑姑),,,
2139,1313889,蒋小涵 Xiaohan Jiang,384,女,水瓶座,1982年02月14日,"中国,北京",演员 / 音乐 / 主持人,,,,,,
2140,1313893,任程伟 Chengwei Ren,779,男,金牛座,1970年05月03日,"中国,黑龙江,虎林",演员 / 导演,,,,,,
2141,1313894,张宇菲 Yufei Zhang,156,女,水瓶座,1985年02月01日,"中国,北京",演员,,宇菲,,,,
2142,1313897,辰亦儒 Calvin Chen,498,男,天蝎座,1980年11月10日,"中国,台湾",演员,,陈奕儒(本名),曾之乔(妻),,,
2143,1313899,冯媛甄 Abby Feng,180,女,天蝎座,1983年10月30日,"中国,台湾,嘉义",演员,,,林帛亨(夫) / 林琳衣(女) / 孙乐欣(前夫),,,
2144,1313907,李菁 Jing Li,206,男,狮子座,1978年08月01日,"中国,北京",演员 / 配音,,,,,,
2145,1313910,王小利 Xiaoli Wang,283,男,双鱼座,1969年03月12日,"中国,黑龙江,嫩江",演员 / 导演,,,王亮(儿子),,,
2146,1313915,杨潇 Xiao Yang,334,,双子座,1989年06月19日,广西桂林,导演 / 编剧 / 演员 / 副导演 / 剪辑,,,,,,
2147,1313916,戚薇 Stephy Qi,4603,女,天蝎座,1984年10月26日,"中国,四川,成都",演员,,薇薇(昵称) / 小白(昵称),"李承铉(丈夫), 李乐祺(女儿)",,,
2148,1313918,韦正 Frank Wei,699,男,摩羯座,1982年12月25日,"中国,上海",导演 / 演员 / 编剧 / 配音 / 剪辑,,,陈每文(妻),,,
2149,1313920,安乙荞 Joanne Yang,240,女,天秤座,1994年10月18日,中国台北,演员,,麦子(昵称) / 杨荞安(本名),,,,
2150,1313927,梁明 Ming Liang,89,男,,,,导演 / 摄影 / 制片人,,,,,,
2151,1313932,徐冲 Ashton Xu,23,,,,,演员,,,,,,
2152,1313933,刘晓晔 Xiaoye Liu,200,男,天蝎座,1978年11月07日,,演员,,,,,,
2153,1313934,游本昌 Benchang You,1016,男,处女座,1933年09月16日,"中国,江苏,泰州",演员 / 导演,,,,,,
2154,1313945,霍泥芳 Nifang Huo,35,女,巨蟹座,1987年06月27日,"中国,北京",演员,Nemo,霍曦泥(外号),,,,
2155,1313946,张嘉佳 Jiajia Zhang,2225,男,巨蟹座,+1980年06月22日,"中国,江苏,南通",编剧 / 导演 / 演员 / 制片人 / 其它,,,薛婧(前妻),,,
2156,1313948,马洛杉 Luoshan Ma,309,女,狮子座,1987年08月07日,,编剧,Pony Mraz,,,,,
2157,1313949,唐缺 Que Tang,113,男,,1981年,,编剧,,戴飞,,,,
2158,1313954,李菲儿 Fei'er Li,1612,女,天秤座,1987年10月03日,"中国,辽宁",演员 / 主持人,,李菲(又名),黄晓明(前男友),,,
2159,1313958,张睿 Rui Zhang,325,男,白羊座,1987年04月07日,"中国,辽宁,锦州",演员 / 导演,,张航睿（原名）,李若嘉(女友),,,
2160,1313964,周放 Fang Zhou,2247,女,双鱼座,1989年03月06日,"中国,山东,济南",演员,Cassie,,刘畅(夫),,,
2161,1313967,韩鹏翼 Pengyi Han,114,男,,09月15日,无,演员,无,,,,,
2162,1313972,李槐龙 Huailong Li,16,男,白羊座,1982年04月05日,四川成都,演员 / 副导演,,,,,,
2163,1313973,陈奕龙 Yilong Chen,206,男,双子座,1988年05月27日,湖南,演员,,小龙,,,,
2164,1313976,文梅森 Mason Mun,271,男,白羊座,2007年03月21日,韩国,演员,Mason Moon Moorhouse / 메이슨,,,,,
2165,1313979,王驾麟 JASON,189,男,双鱼座,1983年03月04日,"中国,江苏,溧阳",演员,JASON,王翔弘(曾用名),,,,
2166,1313982,何沄伟 Yunwei He,68,男,摩羯座,1981年12月25日,"中国,北京",演员 / 配音,,何云伟(曾用艺名) / 何大拿(昵称) / 何伟,,,,
2167,1313987,邓天晴 Tianqing Deng,53,女,处女座,1984年09月16日,"中国,山东菏泽",演员 / 导演 / 编剧,,,,,,
2168,1313991,焦刚 Gang Jiao,808,男,,,"中国,山东",演员,,焦俊翔(本名),,,,
2169,1313992,刘威葳 Vieven Liu,2332,女,金牛座,1976年05月06日,"中国,黑龙江,哈尔滨",演员,,刘薇薇(本名) / 刘葳葳,,,,
2170,1313993,尹昭德 Chao-te Yin,130,男,金牛座,1968年05月13日,"中国台湾,花莲",演员,,,,,,
2171,1314003,于正 Zheng Yu,1124,男,双鱼座,1978年02月28日,"中国,浙江,海宁",编剧 / 制片人 / 导演 / 美术,,余征(本名),,,,
2172,1314005,方青卓 Qingzhuo Fang,167,女,金牛座,1955年05月10日,"中国,辽宁,沈阳",演员,,,,,,
2173,1314006,于月仙 Yuexian Yu,811,女,金牛座,,"中国,内蒙古,赤峰",演员 / 导演,,暂无,于英杰(弟) / 张学松(夫),,1971年04月24日 至 2021年8月9日,
2174,1314011,王伍福 Wufu Wang,144,男,,1948年,,演员,,王五福,,,,
